"FirstName","LastName","Subject1","Subject2","Subject3","Subject4","Subject5","AverageMarks"
"N7qEFO5MmI","2WyHn","96","54","54","27","37","53"
"jif7subd1A","MTtsM","44","58","22","64","12","40"
"SD9KNcl2du","db04S","30","73","69","48","15","47"
"HBWIv8MRXN","214p9","97","11","56","53","55","54"
"1jDaBM0UBd","pnrya","73","69","45","57","16","52"
"QU19DHabKO","aUW4u","23","49","44","36","93","49"
"SMYekhkZVv","3CTuH","58","83","65","94","68","73"
"LME0aYL89X","YMjrJ","49","2","42","18","41","30"
"oqiWzqDGkr","YFGG4","28","5","44","64","97","47"
"vNnFFAq5Hf","dTpgO","27","14","7","73","41","32"
"CkqrPhxoan","64Rps","50","5","66","66","38","45"
"Hc7sSQpL3W","rg5pA","37","82","40","32","37","45"
"573dth1mnv","FYO31","100","83","31","21","58","58"
"H2BdWb213d","vfS09","13","52","13","38","44","32"
"mVNxcMfthd","KA8QL","22","4","2","10","19","11"
"0x0Y8FiIJ7","dvi7D","30","52","62","40","80","52"
"vUHWj4AmXX","5j4yl","66","24","41","29","69","45"
"6UTFvNP226","j29Qq","48","47","38","93","39","53"
"DXuVbnbvKN","xT0bH","29","85","43","8","50","43"
"zPTVWs5oCk","jRO5I","74","55","68","95","21","62"
"iHpyc5tYov","5vUVr","82","61","26","77","58","60"
"GX1p24ugoi","oTrdr","16","74","57","74","52","54"
"Lvk89bVaKP","1xp2I","50","92","26","57","93","63"
"tL69Re0X7V","qR5Fp","30","96","30","98","56","62"
"yJJcT2XJfv","dJght","71","97","2","12","73","51"
"80QOIad2Yb","nj3TV","64","10","10","70","71","45"
"8NE1Hzuqp0","Bsf8N","59","100","76","98","27","72"
"YZ1aaU7TMi","Tqsv0","83","20","60","52","11","45"
"obyNOEMEdc","F5CRu","42","81","15","81","64","56"
"IpRMkq8FMH","ezAeL","17","32","54","7","18","25"
"7BT6VfBN1g","3iWpd","52","39","84","28","95","59"
"D6jZKhKyKj","3babA","46","83","45","63","62","59"
"W7PdtJATnD","5SDiI","82","45","87","82","54","70"
"Dm0vu3heU8","6IkDR","42","22","48","31","70","42"
"le7uq3A1WP","j9JcT","54","100","84","63","51","70"
"HFUjS6pTVU","qXv9d","23","64","54","45","10","39"
"C2xCv9umkp","PPH3e","49","43","80","89","38","59"
"QtbCRbmZ5r","lufPg","79","60","37","98","56","66"
"TyUU9AgdAt","LO9Ad","84","72","73","77","78","76"
"S2J9QT71oS","clgVD","83","86","47","79","86","76"
"KQ6GU1yREd","4UZAX","59","58","49","85","64","63"
"qa64m7YI3Q","2fXlK","7","23","61","61","24","35"
"Ni6bEFCyYJ","PTfJp","1","80","43","99","98","64"
"28fUr0dcuI","jR4xu","85","77","61","77","15","63"
"Aqc36ZfUc2","mcvnL","71","14","6","70","49","42"
"jDWQXWOMtO","uBrML","1","74","61","81","82","59"
"lG5Vs1U8rV","982Fv","8","38","54","85","47","46"
"p0TXfBoueD","3KU8u","13","27","91","0","12","28"
"CF3Q9J8mN4","7pz0Z","52","49","72","76","72","64"
"xvbcQe4eUr","liNhV","8","57","18","7","89","35"
"QhSDThaGSu","WAGOL","36","99","14","45","55","49"
"Lj2tOCoQ9K","irL6W","70","1","52","76","33","46"
"i0W4JmrKHD","qlbTm","59","98","35","51","100","68"
"U2rGmd3o2k","IPyQH","9","75","86","97","44","62"
"73G0HtTc48","05NWB","81","36","2","55","81","51"
"1I31DKQSWe","5Uf45","69","36","42","72","55","54"
"0oolenI0rt","WZ60P","89","34","12","65","97","59"
"oZjNEXWz6y","M66NI","17","84","53","7","18","35"
"oLhKpOTBKV","TCG1d","36","9","1","1","57","20"
"W6Pe6rK92S","2pBxc","93","95","71","76","22","71"
"vXBqNbvoEf","VIHz6","49","24","11","72","64","44"
"z4epqWAhFg","uVQ4k","53","64","0","22","74","42"
"5t1prRMfyD","LRytC","61","65","72","36","88","64"
"cKof4Ub5eo","Sein5","52","18","2","24","10","21"
"BUf5hi8BTg","sWhke","97","40","81","97","62","75"
"RdtS4WHImF","RCbJL","50","10","93","47","34","46"
"SFpVRcgsKN","mHGg9","50","24","31","51","55","42"
"og6gA6Cimj","WOm3x","6","17","62","36","63","36"
"deRLffnSLu","ZYAcu","96","76","83","81","64","80"
"962DA3Wud7","5kofm","48","95","61","44","52","60"
"BWrYRhgWZ2","FZBkJ","47","99","87","63","81","75"
"EtJW4IoIDy","TUbC5","83","68","52","100","40","68"
"UBtuUUhK2U","AjocF","45","35","37","49","88","50"
"TOKREVsHOY","syk1I","10","53","14","37","7","24"
"zPBf6RM5E9","H260n","45","2","61","24","0","26"
"5faKPbRYlq","a5YhU","59","50","36","67","48","52"
"v2HQZH2pLS","U9AMt","25","20","3","43","66","31"
"Cy8s3tgpZu","7k0HF","29","42","55","49","15","38"
"G3kqDztsis","4BAHB","41","86","71","31","82","62"
"Q3ggUKINgH","NeQ6P","52","89","27","96","75","67"
"kVkUJaMNI1","YebDm","11","85","18","63","91","53"
"0yJ1TC1kvi","rF0D8","62","19","17","18","69","37"
"YFz3uafSIR","uxOAT","80","64","10","77","64","59"
"0x0tcoVodH","Wul0v","62","36","53","98","2","50"
"DD8iCzxrHf","b2MMD","13","90","81","86","96","73"
"k8Tf1mTSfe","rxEfc","39","98","99","39","76","70"
"OXn8iVlH39","cPeve","35","73","81","88","45","64"
"1QQUaVTZiD","M5RXR","22","52","16","41","41","34"
"ipmmiu5T82","tk43G","75","31","91","91","18","61"
"zLcgzaytdl","GhfAz","23","17","32","90","48","42"
"G4TFarrWDe","jsPYJ","3","20","19","3","75","24"
"80zMuYeqz4","6Ghur","3","41","33","57","22","31"
"feiimO5UCQ","OQL0J","98","66","33","56","90","68"
"EqsrDulkfI","fuVyq","29","95","44","76","73","63"
"GnfTNYpoGl","Zx8f2","19","57","83","52","13","44"
"fY91zWJNbn","fCCri","34","70","78","96","23","60"
"FDAu7FQjE6","qAx8G","33","2","21","71","12","27"
"AZ26WEKkq6","hbrsW","91","90","48","66","36","66"
"jDLqMWXAUc","GggDa","82","46","28","62","84","60"
"LKdpQcT8Yv","QzPUE","65","50","90","91","47","68"
"5qDLlrAEp6","Q3hxo","98","2","79","11","64","50"
"JIYGIVCriv","sFTsK","100","51","28","46","42","53"
"mTkaaXQPVo","8gNT2","19","58","43","65","93","55"
"Tdqn0YNdyL","LfExY","50","0","94","71","38","50"
"pJLN2ckbKn","mgIU4","46","39","84","35","88","58"
"IVpRvT8cFE","5A9Xh","82","75","64","55","68","68"
"N5Q0jdfZqq","oFDHa","44","57","84","40","51","55"
"X0v20rrpOJ","RrEY7","80","77","89","87","50","76"
"FyqA2Sab0b","jCUW8","79","68","50","37","9","48"
"ISK6n2qNea","fBbYd","53","44","35","52","20","40"
"KySrHcxyta","Eu1jt","60","18","49","53","54","46"
"c4hQTNsy4n","90eFF","19","76","39","78","45","51"
"DU9ZNShein","0ln6b","3","55","77","29","42","41"
"my9cOzHeX2","nqlKv","6","86","71","60","35","51"
"M0uRkO56fT","2XelZ","56","29","73","30","67","51"
"qm8CFccYng","xmTUl","8","8","38","48","55","31"
"nsDiUDcMAp","di8Kv","29","16","29","79","14","33"
"XOP56C9Z1n","Zkh2F","81","3","87","34","66","54"
"0FfR3PJq1G","kZxJD","49","30","52","27","63","44"
"i6MZHWdtHM","0TlWL","64","53","79","0","69","53"
"DtmSSsXY2J","sR6Ju","17","15","84","67","89","54"
"gvtSxuBKGE","S0THD","64","27","53","14","25","36"
"uJh3kW6PFA","ECSz8","21","33","81","40","83","51"
"thaifqpAaI","yJ7G3","40","69","92","67","80","69"
"RBLTvhpyma","RmEaI","64","75","13","11","6","33"
"ITN1ToBPFf","j41YR","71","38","61","5","9","36"
"CUC6XLF0gW","NDLvN","93","82","37","1","28","48"
"hBQ2If6saM","jEJi1","96","96","92","97","62","88"
"qOs8FPq2l1","FLxX2","39","42","38","5","15","27"
"9SSHUbksxv","WI784","62","21","16","31","80","42"
"GxCdnKEqrA","S7STv","3","94","66","26","85","54"
"kLxtLh4szm","Ebzp4","19","9","89","44","6","33"
"qbgQBzk1nT","qtO8c","56","68","2","24","29","35"
"VOOpSFfTpZ","s8vQ5","38","78","31","23","25","39"
"pADERWB0v9","thWfB","26","35","17","39","82","39"
"DhS5dFucGg","kPebH","56","72","15","17","82","48"
"qQnFFb7Ne8","1Vccr","2","46","31","45","68","38"
"GYfKlJ3gSa","64RCo","65","72","45","84","82","69"
"Q9IU5BUhyg","73fKS","78","83","77","51","75","72"
"EnJ31WJ4yS","HGC2E","100","24","10","20","68","44"
"1K0xCNYUGq","TPunJ","94","58","10","37","32","46"
"izWkYfNj5F","V75iS","88","45","36","80","33","56"
"XcDYZLZ7gZ","94u0A","79","23","54","21","77","50"
"QBuuI68APZ","SVthP","80","85","22","58","97","68"
"jFyVbDAfzB","upktV","93","84","37","61","57","66"
"IyqVjL71ay","M7zD7","64","48","76","11","67","53"
"LoP2GDiIMP","7qcJu","0","28","73","63","93","51"
"esTY4HEYVm","ZTDjM","19","90","68","37","74","57"
"aUYKqzH0AE","Ws43A","55","15","5","40","97","42"
"IMEUXKIMNm","gmHy1","93","55","63","17","19","49"
"bmSmGQ47bj","tNzQW","60","77","100","41","20","59"
"mUPxqRpHUM","AWLIP","85","28","13","28","13","33"
"jmOKaXy6zf","F12ZG","36","36","58","47","93","54"
"KbJEqSUMSe","dSMTT","68","92","4","48","63","55"
"f7FJpFZdW0","HgNl1","11","50","90","6","49","41"
"eAS5Tqa7AJ","KPPXZ","3","32","8","24","45","22"
"kilziArxpa","p5Kn1","20","9","71","54","77","46"
"JcBjCRjMMz","exoES","9","36","73","76","91","57"
"fKaNPZr5g1","UDTGC","72","73","67","27","22","52"
"M8Gnh0NbiV","H459j","86","58","42","54","36","55"
"xgvddFgaBh","f1GXu","20","18","5","99","44","37"
"F2VOO7V7mV","KbQES","33","51","14","78","45","44"
"7o4fjhPT68","KnXTI","57","26","17","55","97","50"
"fgTbg8og56","WED8f","94","15","55","7","88","51"
"tWMo4X8viv","QPZE3","97","29","95","20","74","63"
"uxKQkbUaDC","8EfVN","1","75","34","52","40","40"
"IrIVLod2ib","Q6Tex","43","8","24","87","71","46"
"6FfeQeITfR","XJDEb","35","99","64","99","45","68"
"H9VX2dYU6k","ObBMB","38","4","98","7","18","33"
"EDr9MS6Rfa","jKLik","1","44","28","9","27","21"
"r03mYbp5bl","uBHBQ","38","75","7","66","11","39"
"UY7g5T3JzH","mO55c","96","58","60","47","81","68"
"QDPnEriDlj","hpopp","75","27","83","16","31","46"
"NrzaO9cUDJ","qbhOY","8","87","96","96","54","68"
"Nz4H997Gxp","0l2lc","90","4","14","75","37","44"
"An1NANsyM5","KMiaW","89","73","4","7","99","54"
"62TuWELpW0","E4TjK","50","90","86","96","74","79"
"p5KzFSpTVk","7spiD","76","35","91","89","73","72"
"34UOLLtlL8","5Uy3l","87","71","4","66","15","48"
"IlM6GXzgKO","SrH8A","58","72","97","99","100","85"
"4MNVJh25Z0","mAI0L","11","86","94","93","55","67"
"pSE92857tZ","CARPq","19","16","69","28","32","32"
"51DQoUZqAu","5rmyt","6","25","98","89","3","44"
"p1ISBKv0Vi","y1DVc","90","50","58","90","71","71"
"NYH2JjxpMt","3vIxD","82","69","4","60","51","53"
"IuYYVxFlkN","FV2he","13","54","65","21","28","36"
"i3I2cXtD33","fciUM","60","83","3","54","11","42"
"ZEh4v5Bkla","XYkTV","77","30","65","94","51","63"
"qlJvJXc0BB","FK2da","32","12","7","38","58","29"
"KurxAYyi7J","fPePe","89","56","55","80","35","63"
"sA4P5WBPIg","FfnOD","74","30","22","91","9","45"
"7NOpgv2scP","zWUuE","92","28","12","7","100","47"
"Wb9oLVoHTz","MpAhr","41","39","47","51","29","41"
"0EWfzvxZZu","ZhRrd","46","18","68","30","90","50"
"0TXjEoqDnM","m3XJo","71","31","29","42","50","44"
"bvMaajuzEl","xVvzy","19","56","26","59","48","41"
"paCR4rLKkG","ePtiV","60","55","7","67","35","44"
"zEo81ERTW7","qrkt4","65","95","76","60","63","71"
"3ff0PiyY6M","di8AB","96","51","20","53","37","51"
"Lf3zoCE7kg","GExt1","91","33","95","6","68","58"
"zs6fkN8G9M","FO3xJ","58","38","68","76","14","50"
"rRcxKBYTdz","4d2bO","29","2","23","33","84","34"
"NuDVbG5yAh","JJWaI","30","80","48","2","16","35"
"pSPlvEoqgH","Y6WRG","77","37","65","43","0","44"
"Cq08yAxMmO","qrMcn","75","51","97","33","53","61"
"bd7dMa1382","gEQ7X","51","88","48","47","49","56"
"LKgZbiumKB","I0A4z","60","86","22","22","5","39"
"GjmavFoZcp","BcGjs","93","51","44","56","14","51"
"xNXudt3kjR","B2Dzx","55","95","5","20","43","43"
"6bCACDMhOn","HlQVm","10","17","35","51","82","39"
"sohJM1bZVr","1EBo4","25","48","95","59","47","54"
"dgs05k8dog","rTbIZ","44","66","73","84","28","59"
"FnHI8N1B85","3ktYj","91","90","37","70","76","72"
"N1031TvDr9","SMvCk","89","52","67","8","87","60"
"OnKi5gI0ax","177RK","27","30","6","24","3","18"
"nHTqnD7W3r","h24k4","3","74","6","31","56","34"
"CeE4yrXgrp","PjVFH","39","8","31","6","17","20"
"nRQFsYjIDL","hE8jp","25","20","98","30","38","42"
"TIxTD5984I","7RTMy","17","42","31","90","70","50"
"EekTRbPeZb","nXJEf","18","9","59","90","11","37"
"BpKPTTHY1V","AW6Bk","61","12","8","54","10","29"
"Yi3Q1MbuXg","mYIIe","62","92","29","38","78","59"
"E9uigtLCLs","0ttxp","40","24","65","73","38","48"
"IspRSjN50g","DJd3K","45","87","61","4","48","49"
"04IQTdv4HW","ez2Xv","19","61","32","62","64","47"
"OPoq7YJrMn","eo1C7","16","47","17","5","46","26"
"RlMYV6U9t9","6WjIb","65","27","27","60","67","49"
"p4e27elis4","l297g","27","92","84","52","52","61"
"sgLMdlitd7","OlLRD","10","22","99","92","73","59"
"FxOOzhxZjV","h6exP","36","42","69","28","8","36"
"1Yfg3pqebs","yVORf","61","23","100","24","12","44"
"dSWnZatlIe","nXIOh","90","62","66","70","64","70"
"27IPzyKWlU","djduB","49","44","2","26","16","27"
"YOMfuRa9NA","n5JeT","86","75","74","73","30","67"
"so86Ga0VUH","t3eTp","73","3","71","83","63","58"
"AMP9GAnotY","24Ke8","82","17","19","83","69","54"
"2zqahFBbRc","CnREX","88","36","18","36","91","53"
"8qMxG90M5e","9Wlid","13","42","28","55","43","36"
"qjNRoe530c","UuX1N","32","5","37","43","29","29"
"RvyQbfcgk2","fLUtG","30","92","30","94","100","69"
"ZsSHi2SBXi","s3PBU","94","14","75","73","23","55"
"GoOByKoJek","GSTIg","56","3","94","97","55","61"
"tTEDRUWVeE","KhcCF","68","29","94","96","44","66"
"clF8gypE3g","AB6JE","51","4","35","71","16","35"
"ZufBMZfHn0","74amS","50","49","36","21","18","34"
"oiRBKHTMv2","lz8np","16","29","44","3","54","29"
"HYgJbs3nGy","tYa9k","62","90","82","95","17","69"
"RCuFXth7QR","p2JFG","65","40","9","87","1","40"
"pdXnYVihYc","iLnqc","24","77","72","66","83","64"
"vqsTlXFspn","dYWN2","76","64","54","37","60","58"
"cHGJSfOoxq","6cOuh","96","49","34","76","95","70"
"rbiTh2azS4","5jg5Z","69","58","7","70","24","45"
"3WxpR60j7q","Xg5Id","61","25","43","32","87","49"
"MsfsDa7yfa","h42tD","95","63","67","1","65","58"
"MbKpJZo0It","ztQ7U","40","89","75","72","81","71"
"QGAJyaOflO","9iPSE","17","20","31","0","25","18"
"sMo8P2YhoT","4A1YA","34","89","74","32","0","45"
"uJEosCGurP","tAMNH","32","56","12","10","23","26"
"nJIz9C7PlC","uLyrM","45","62","14","66","61","49"
"POVkFbjqXD","tYS3H","56","52","52","11","69","48"
"LCHOmv6BeA","QtaCQ","28","22","38","88","70","49"
"JaoAexyFF7","DxEeL","62","72","1","92","30","51"
"1V2uyjSM6c","AsEyy","68","83","98","34","81","72"
"lhMA8KqBVx","JCYeD","69","100","44","51","14","55"
"F7JJGbRmNR","OZcVm","83","92","28","63","70","67"
"4Wpyzu0mxL","OTJi0","3","2","63","60","48","35"
"vndu4bXzj8","Vf5Ga","99","4","51","35","41","46"
"JUYL7eg6oe","ryHhS","75","49","88","36","62","62"
"4FKbhVX5N1","o7Xty","55","31","46","60","86","55"
"XxkGgkmCaQ","Z3OT8","52","22","72","22","29","39"
"qqR0qZbh2v","o0R9V","25","20","83","81","35","48"
"je2U5NlCud","CQCcF","31","22","82","70","6","42"
"Lq9ODDMOAn","gVtdc","60","67","71","40","86","64"
"jIpmlZEYsh","3lG0T","24","39","8","65","74","42"
"heUC7zfMTP","PPJeH","2","66","82","60","3","42"
"ctcnyFiTyd","OrmjG","4","41","18","56","73","38"
"Bj5GuR4f9n","gPSEo","19","45","52","5","13","26"
"MScvbWPMVV","PkTjC","1","17","13","63","95","37"
"n510Glq4Nt","29Ye4","53","41","64","43","43","48"
"aSo7tgCh7E","SbPFl","30","68","71","73","62","60"
"Y2uJNSsnsa","3nNyq","86","18","76","92","74","69"
"mbudCxOHrK","IhDND","86","19","71","71","11","51"
"mZ7uiytFs9","YS5DH","71","26","27","33","20","35"
"ZlP5Iy5Lgd","5jpIS","46","13","45","42","67","42"
"L0t2IzcOBa","o9G5b","83","52","64","37","40","55"
"De5CqX8EEN","phkiJ","59","19","91","46","56","54"
"ls6BDrUPXe","vEutr","68","27","45","7","42","37"
"PHqmZ3ztqG","SUnfJ","21","26","45","62","17","34"
"nuhqtJNOgg","8aNdF","19","75","33","61","51","47"
"euJQD54P38","1Eddc","54","47","16","43","4","32"
"rFDdLjrMHe","p17JP","7","12","72","97","36","44"
"QU5xae9TCI","bLrAZ","46","36","99","33","76","58"
"txmKDeN8bQ","GqRs3","16","55","1","8","32","22"
"2a1r1WLoRt","jUv2h","20","92","34","38","18","40"
"cDeWsoYVPd","YX6Ye","95","77","90","59","83","80"
"acIDSEHyjS","8f9Wg","30","100","98","47","71","69"
"F0dHvApkOl","rXueG","8","24","47","13","5","19"
"GSrzN1C9BV","u5M2X","15","40","7","43","18","24"
"l1rHJIrOY8","K6hWr","51","94","66","96","57","72"
"W2WpsaSgCQ","yxIcl","52","78","0","71","88","57"
"UBifyjA1S4","FWqgE","60","16","11","27","28","28"
"zNhMdjMHhm","YzMR7","82","77","10","26","61","51"
"pJbLfIqk9p","4qUxT","34","4","46","52","28","32"
"GXNdmdz7Xs","AMGNi","19","32","50","92","84","55"
"YXHzMUtAi3","YsfIs","54","68","64","61","10","51"
"rEKKs9PTAX","Hgtbp","50","13","87","37","50","47"
"Ffa6CRBujf","DA2Cf","55","89","64","66","62","67"
"Ml04D3DHko","nQPYA","85","47","48","61","69","62"
"uzMCXiEJVn","Ig4kc","99","22","1","97","66","57"
"f2XjxCBDpi","vmIh4","29","88","10","37","56","44"
"QNGW85QyZ8","HJ8dS","41","67","88","3","86","57"
"m0eq7T9eYo","RO68s","72","64","52","91","10","57"
"9WM666HHHJ","O4NnF","3","1","20","11","51","17"
"KJ9B71aQvG","6nLOy","24","86","75","24","63","54"
"p0jJt2oHpd","A3vGj","84","0","77","38","49","49"
"aHTdIf52ka","g2KFm","47","57","25","60","2","38"
"mtekyuq7tY","k0dy7","71","80","6","75","22","50"
"bdJtXQZ1vY","TPLeg","41","33","70","79","24","49"
"sM0mZnqZXO","JDR5P","43","10","84","15","55","41"
"Sr0r77hFUU","78iLE","12","5","4","66","56","28"
"bLkgmvEFvm","KyIx5","67","22","18","49","89","49"
"Zgv6JzdMWE","t11I1","15","14","2","91","51","34"
"5q6UFLIZVN","V7zD6","35","88","55","70","91","67"
"sRA4SkWz7p","So2Mi","43","17","33","86","58","47"
"KjhqpigfsH","JCMPE","97","33","75","70","87","72"
"jNUFzd9ZJt","eM1xC","27","60","3","9","4","20"
"zXMc4QTuE6","fQciK","72","45","92","18","9","47"
"Xd3yKCrp00","R69z1","42","43","3","89","53","46"
"PTncLGi0TO","Q582G","63","59","31","33","40","45"
"HzbiiOX3Ie","f6xWX","52","57","65","86","24","56"
"SLloG5Ia09","7uSA1","91","42","97","6","32","53"
"avdzs4KN5I","3lmia","38","47","57","51","86","55"
"WpfNzz01Gq","CzMmR","33","9","81","49","55","45"
"zpKp6ahEub","sDfHB","82","30","78","26","55","54"
"6p3aayM7fl","YmBlx","29","50","82","41","94","59"
"1ieuWdPH3x","6Khli","4","65","14","28","71","36"
"B5KFtTRyGa","txxJt","84","29","22","21","88","48"
"LcrMS1pzsB","gjELH","90","51","96","34","18","57"
"9VIOjiojbr","dgxMY","93","5","76","61","1","47"
"Eu5Zxs4myV","7FfDm","28","16","44","26","28","28"
"dmXIyfTedI","hKt2V","56","86","64","78","53","67"
"9eXf7oc99R","8JhVg","70","12","98","83","76","67"
"kVIdL9TcDa","LQoBS","69","91","75","6","51","58"
"9YhgZcuVKf","QiSTs","79","14","70","27","41","46"
"XcXIt1IC4v","uZX07","90","16","97","29","10","48"
"Vu9ly2tOxT","QAhC3","7","28","76","57","35","40"
"hu5sbH2Unt","GzEbp","36","6","1","22","48","22"
"cdOJscSh7y","qg3Jy","48","14","18","23","73","35"
"hTFKxlQN4q","Z6zdz","65","82","94","86","82","81"
"dovk7plZWW","A0sly","35","6","25","34","57","31"
"HWStER0Jli","DhL6d","11","74","13","53","81","46"
"bvjX7NX00f","I1Mfp","87","71","94","97","17","73"
"FomIEtQkiR","FtqHl","24","81","83","97","47","66"
"q9F7SJVnPM","RSsFF","21","43","59","32","99","50"
"vWnidHcfdK","lkorm","100","24","2","86","11","44"
"jrQkTeckhc","6WfDH","97","34","11","9","8","31"
"IcpQo2LeYX","szKHN","8","79","52","52","85","55"
"FRJJ8fVv3e","a0yyE","33","89","20","100","56","59"
"SYUlHEUKdO","P5FD5","79","20","59","76","9","48"
"9UmVIUW4PD","R4Wkc","38","47","43","42","52","44"
"Ayzs2AhhFh","n3y6W","60","88","23","98","75","68"
"282GxVMza8","njply","39","36","26","70","47","43"
"lZngGbI8zG","Ipa0W","90","70","26","15","6","41"
"bfdRXGXRdr","6zS6d","86","91","26","39","27","53"
"PouAk6fovt","L7xUR","48","65","52","23","50","47"
"9ovIqirD7F","3XKhV","88","85","4","56","94","65"
"ebmTNJBhUn","ebiVC","57","64","7","100","95","64"
"S5efu8n98q","9PWKc","95","22","86","6","3","42"
"vIYLAZVlGs","E3qnJ","63","64","8","61","18","42"
"fSqB7rTbTZ","knFh8","24","17","65","18","40","32"
"Vl0Jd84Qp9","qV7z0","17","6","78","23","41","33"
"zdzlHWaDWP","Alkzp","21","64","19","15","36","31"
"KkcRrDytCz","lgdny","30","1","74","50","23","35"
"CXVktBiVMr","ThZxS","79","64","57","58","78","67"
"p6nugiLnW1","YvGgj","81","79","37","75","53","65"
"YbBpd2Ik4L","ChYMR","57","91","96","52","66","72"
"rdN2QDCQJg","czSa0","89","79","24","22","85","59"
"JEKbjpLStP","pzrkh","98","74","72","95","98","87"
"RHLjor5dRg","6POG3","95","82","74","75","53","75"
"FWeHJ6f9A6","jAjkf","5","59","13","80","3","32"
"GvUDLODfZU","pGayD","97","16","26","49","63","50"
"F6WngdQRHp","3cxHk","46","66","25","73","54","52"
"dMfPhuvlQV","mIofc","46","24","73","94","10","49"
"TbndmEj8qb","2XRRk","82","41","76","50","22","54"
"YE5i8AnRHN","3fLob","99","49","24","4","20","39"
"3gAthOBjIY","t6s6J","52","3","82","38","60","47"
"8MpXf3Hbrj","hIaJn","62","89","24","25","78","55"
"yLSFbyN42R","Cp81b","58","100","27","16","24","45"
"tqe2tdJxbt","p0oCx","13","25","36","97","0","34"
"yQyrL1tkzA","WKL95","23","38","68","55","80","52"
"I5cPIBnlAz","Z8OR0","49","27","85","39","84","56"
"pKpXgbkYpt","WGuYK","20","62","3","6","28","23"
"WfcpRt1RXs","8mDny","99","74","36","12","97","63"
"GZnrdhE1Um","S2OqI","2","76","21","89","73","52"
"vXV3bd4lK4","IWL5z","33","57","38","78","35","48"
"BG89URhPLe","gZbdt","77","44","42","93","15","54"
"t3DLn9VVyR","X9iRr","22","72","61","35","46","47"
"eG2fDxcoE3","yPd2y","99","17","24","31","20","38"
"Cfvg6yxcf6","8YiFM","40","74","6","51","75","49"
"fi9Qo3I6vp","LXqAl","83","66","6","14","13","36"
"pCnv7YTDJA","eYJdp","14","83","84","66","13","52"
"8ETthiOaox","ez5qP","56","17","87","92","4","51"
"QOJ6ddZY6f","RXft2","72","63","59","61","44","59"
"lDDRTTlISY","UNGvC","8","23","80","16","30","31"
"zx8zzl4SHF","SxH3r","28","96","27","22","0","34"
"HTuki9emn6","pLY7O","98","19","0","23","76","43"
"UJPjZDeo01","pOYqC","20","38","78","25","4","33"
"XqUHUdoEP2","csNEd","27","44","57","21","17","33"
"SuGIvAUhsT","ez2iu","79","27","37","46","38","45"
"u3KdJkmKoN","uvUrf","7","15","49","28","75","34"
"V94pi8q9Oi","FR5D6","90","68","16","40","65","55"
"qZbZVd92xJ","xjDBW","52","6","17","24","1","20"
"phl8qP0O9y","sQ5f0","98","31","94","83","10","63"
"y3ES9D10es","ES5dV","89","65","89","87","30","72"
"JbJqouFsgZ","CemUL","45","33","15","32","64","37"
"5qaRuvQXqZ","YHkX1","77","43","96","29","36","56"
"E052hEUJEE","AJIgv","51","76","90","72","61","70"
"7KtqaycVZL","2dyA0","58","57","82","70","21","57"
"v9P8ZWrefp","Aeqh1","71","78","11","51","61","54"
"VbkiAJXAsB","gS8JH","87","96","22","92","13","62"
"8aJbS7WG69","aQcFM","91","19","39","6","30","37"
"RPQO3Im5V0","huxCm","19","23","7","77","20","29"
"rWyvEjLt70","SRCNS","62","82","5","59","86","58"
"D9bmoBRaaf","F2RI7","57","69","79","18","9","46"
"xUTJBH89MJ","SeL30","59","54","57","6","76","50"
"AMFhnxYLl0","fxTdJ","66","88","15","55","86","62"
"tQkynUdrDK","Ohteu","19","33","22","53","90","43"
"QO1tnx4iRS","sIStb","24","32","8","67","89","44"
"124NLD7JGq","kDOZu","21","56","73","59","23","46"
"h0qb37YbOA","05aLQ","72","84","67","43","44","62"
"6ouknkBS1M","7xN8C","77","20","26","85","55","52"
"B9PqLNz2BX","W0QhR","58","14","49","98","26","49"
"RkmycX41D4","ZhWbt","67","96","4","76","95","67"
"UZhR1qM4n8","e7DXr","10","93","13","98","22","47"
"oKIyc9xVFV","P5RPh","36","21","36","15","15","24"
"WHBDd2Wip6","XqQBd","86","48","22","34","8","39"
"DvlVEjMo9h","kSGPg","28","58","77","17","80","52"
"lNfOrJ4Ct1","PG6rh","52","56","61","45","73","57"
"YXV7OvJsLj","zKtJl","34","20","90","69","27","48"
"X0J09sC4aE","WEhna","30","12","37","73","47","39"
"vBEFc6u8Ir","60SuK","68","22","97","27","76","58"
"4lsVMbZyqT","M2GLO","96","8","78","13","37","46"
"eTcqhvcOHQ","8fkAb","13","11","6","21","52","20"
"Jv152nD0Jp","CyieO","1","21","56","98","58","46"
"8UDjIBeEKi","PEVn1","88","56","67","40","67","63"
"5kq5ZYnOME","kxcU5","89","87","84","94","10","72"
"t3UxhA2OyS","JnF1h","30","39","8","80","89","49"
"QTCOmqNMKD","YoPfo","95","11","79","48","68","60"
"xmOqblHY5i","ghvSx","3","56","71","0","84","42"
"CEmNPdgciI","yvOhm","65","55","81","77","48","65"
"mWVYbE8F0F","hHM77","62","18","32","6","24","28"
"LsquM3jIPX","8m7r8","42","74","79","91","88","74"
"MymB2yrojQ","n7rvf","42","16","80","50","94","56"
"Rxs8mDmKOI","X6YlG","76","9","71","19","63","47"
"fr8I2cDIA3","xGH7J","54","95","96","32","27","60"
"RsTtzMJjgE","nY8km","82","83","65","46","98","74"
"D1kLyH5lh2","4KJok","3","41","41","31","72","37"
